"Category","Keywords"
"Completions Engineer","well completion,hydraulic fracturing,perforation,fracturing,stimulation,wellbore,nodal analysis,production,casing"
"Facilities Engineer","oil and gas facilities,process,piping,instrumentation,p&id,hazop,safety,commissioning,startup,maintenance,modification"
"Production Operator","production,operations,wellhead,separator,compressor,pipeline,ehs,shift work,logging,maintenance,troubleshooting,dcs"
"Pipeline Engineer","pipeline,integrity management,corrosion,pigging,asme b31.8,cathodic protection,leak detection,gis,risk assessment"
"Garment Technologist","garment technology,pattern,grading,tech pack,fit,quality,sampling,factory communication,cad,fabric,construction"
"Textile Technologist","textile,fabric,yarn,dyeing,finishing,testing,quality,fibre,weave,knit,technical specification,supplier management"
"Production Merchandiser","merchandising,production,sourcing,supplier,factory,timeline,critical path,purchase order,costing,quality,delivery"
"Apparel Designer","apparel design,fashion,sketch,cad,pattern,tech pack,trend,collection,fabric,sourcing,colour,range planning"
"Print Production Manager","print production,offset,digital print,prepress,colour management,proofing,dtp,indesign,photoshop,scheduling,vendor"
"Desktop Publisher","desktop publishing,indesign,quarkxpress,photoshop,illustrator,layout,typography,prepress,pdf,print ready,colour"
"Publishing Editor","editing,acquisitions,manuscript,publishing,author relations,contracts,production schedule,rights,permissions,indesign"
"Book Designer","book design,typography,indesign,layout,cover design,typesetting,print,ebook,publisher,illustrator,photoshop"
"Insurance Operations Manager","insurance operations,policy administration,claims,underwriting,compliance,process improvement,systems,kpi,team leadership"
"Risk Surveyor","risk surveying,property,liability,survey report,underwriting,risk assessment,hazard,recommendations,safety,compliance"
"Catastrophe Modeler","catastrophe modeling,cat modeling,rms,air worldwide,verisk,natural catastrophe,flood,earthquake,wind,exposure,agg"
"Reinsurance Analyst","reinsurance,treaty,facultative,quota share,excess of loss,pricing,actuarial,cat model,retrocession,cedant,premium"
"Life Insurance Underwriter","life insurance,underwriting,mortality,morbidity,medical,financial,risk classification,reinsurance,policy,facultative"
"Telecom Engineer","telecommunications,lte,5g,ran,core,transport,microwave,optical,ip,mpls,bss,oss,nokia,ericsson,huawei"
"Network Planning Engineer","network planning,capacity,coverage,rf,lte,5g,network design,simulation,atoll,planet,mapinfo,propagation"
"Telecom Project Manager","telecom project management,deployment,rollout,bts,site acquisition,civil works,stakeholder,schedule,budget,vendor"
"OSS BSS Developer","oss,bss,telecom,mediation,billing,charging,java,c++,oracle,postgresql,xml,soap,rest api,kafka,microservices"
"VoIP Engineer","voip,sip,asterisk,freeswitch,webrtc,rtp,codec,pbx,unified communications,kamailio,opensips,troubleshooting"
"Anthropologist","anthropology,ethnography,fieldwork,qualitative research,cultural analysis,participant observation,writing,publications"
"Sociologist","sociology,research methods,quantitative,qualitative,surveys,data analysis,stata,r,policy,publications,social theory"
"Political Scientist","political science,research,policy analysis,elections,voting behavior,international relations,comparative politics,stata,r"
"Economist","economics,econometrics,stata,r,python,regression,microeconomics,macroeconomics,policy,research,forecasting,data analysis"
"Demographer","demography,population,census,mortality,fertility,migration,data analysis,stata,r,projections,gis,arcgis,reporting"
"Linguist","linguistics,phonology,syntax,semantics,pragmatics,corpus,nlp,fieldwork,language documentation,sociolinguistics,translation"
"Archaeologist","archaeology,excavation,field survey,gis,artifact,stratigraphy,lab analysis,report writing,permits,heritage,conservation"
"Historian","history,research,archival research,writing,publications,teaching,primary sources,secondary sources,analysis,peer review"
"Zoo Keeper","zoo keeping,animal husbandry,feeding,enrichment,record keeping,safety,quarantine,exhibit,public education,conservation"
"Animal Trainer","animal training,positive reinforcement,operant conditioning,behavior,obedience,certification,enrichment,safety,shows"
"Wildlife Biologist","wildlife biology,field research,population ecology,telemetry,gis,survey,habitat assessment,conservation,reporting"
"Animal Shelter Manager","shelter management,animal care,adoption,foster,rescue,volunteer management,donor relations,euthanasia,compliance,budget"
"Equestrian Coach","equestrian,horse riding,dressage,show jumping,eventing,training,lesson planning,stable management,competition,safety"
"Acupuncturist","acupuncture,traditional chinese medicine,tcm,needling,cupping,moxibustion,diagnosis,treatment,patient care,license,herbs"
"Chiropractor","chiropractic,spinal manipulation,adjustment,musculoskeletal,rehabilitation,x-ray,patient assessment,treatment,dc,license"
"Massage Therapist","massage therapy,swedish,deep tissue,trigger point,sports massage,client assessment,draping,documentation,license,lmt"
"Naturopathic Doctor","naturopathic medicine,nd,nutrition,botanical medicine,homeopathy,lifestyle,patient care,lab,functional medicine,license"
"Landscape Designer","landscape design,autocad,sketchup,planting design,hardscape,irrigation,grading,rendering,client presentations,sustainability"
"Arborist","arboriculture,tree care,pruning,removal,diagnosis,climbing,safety,isa,tree risk assessment,chainsaw,aerial lift"
"Interior Design Consultant","interior design,space planning,ff&e,colour,material selection,client,mood board,3d rendering,revit,autocad,ncidq"
"Home Inspector","home inspection,structural,electrical,plumbing,hvac,roofing,reporting,codes,safety,ashi,internachi,thermal imaging"
"Pest Control Technician","pest control,exterminator,inspection,treatment,rodent,insect,termite,chemicals,pesticide license,ipm,safety,reporting"
"Flooring Installer","flooring,hardwood,laminate,tile,carpet,vinyl,lvp,subfloor,adhesive,tools,measurement,installation,customer service"
"Painter","painting,interior,exterior,surface preparation,brush,roller,spray,colour mixing,customer service,estimate,scheduling,safety"
"Security Manager","security management,guard force,access control,cctv,incident reporting,risk assessment,emergency response,compliance,budget"
"Loss Prevention Investigator","loss prevention,investigation,theft,shoplifting,fraud,cctv,interview,report writing,evidence,legal,retail,internal"
"Private Investigator","investigation,surveillance,background check,skip tracing,report writing,evidence,legal,database research,undercover"
"Fraud Investigator","fraud investigation,financial crime,forensic accounting,interview,report writing,data analysis,compliance,aml,kyc"
"Corporate Investigator","corporate investigation,integrity,compliance,whistleblower,internal audit,interview,report writing,ethics,background check"
"Pastor","ministry,sermon,pastoral care,counseling,leadership,community,outreach,discipleship,missions,administration,fundraising"
"Chaplain","chaplaincy,spiritual care,counseling,pastoral,interfaith,military,hospital,prison,crisis,grief,support,documentation"
"Nonprofit Executive Director","nonprofit leadership,executive director,fundraising,board relations,strategic planning,budget,programs,advocacy,community"
"Actor","acting,auditions,scripts,character development,performance,film,tv,theatre,voice,physical,agent,casting"
"Dancer","dance,choreography,performance,audition,rehearsal,ballet,contemporary,hip hop,jazz,physical fitness,touring,stage"
"Stand-Up Comedian","comedy,stand-up,writing,performance,touring,booking,material development,crowd work,festivals,late night,podcasts"
"Voice Actor","voice acting,recording,microphone,audio,scripts,direction,commercial,animation,video game,dubbing,home studio,sag-aftra"
"Magician","magic,illusion,performance,booking,corporate events,stage,close-up,mentalism,production,touring,marketing,social media"
"Oceanographer","oceanography,field research,ctd,acoustic doppler,gis,matlab,python,r,data analysis,publications,modeling,buoy"
"Volcanologist","volcanology,field work,geochemistry,seismology,remote sensing,gis,gas measurement,lava,eruption monitoring,publications"
"Seismologist","seismology,earthquake,seismic network,waveform analysis,matlab,python,gis,real-time monitoring,report,research,publications"
"Paleontologist","paleontology,fossil,excavation,taxonomy,morphology,gis,museum collections,publications,fieldwork,specimen preparation"
"Forensic Scientist","forensic science,crime scene,dna,toxicology,fingerprint,ballistics,chain of custody,court testimony,lab,report writing"
"Medical Examiner","forensic pathology,autopsy,cause of death,manner of death,toxicology,histology,report writing,court testimony,certification"
"Field Service Engineer","field service,installation,maintenance,troubleshooting,customer site,technical support,sla,reporting,escalation,crm"
"IT Project Manager","it project management,agile,waterfall,scope,budget,risk,stakeholder,jira,ms project,vendor,change management,governance"
"Service Desk Manager","service desk,itsm,itil,sla,kpi,ticketing,servicenow,team management,first call resolution,escalation,reporting"
"IT Trainer","it training,end user,microsoft 365,windows,office,lms,instructional design,course development,facilitation,assessment"
"Computer Lab Technician","computer lab,hardware,software,imaging,deployment,troubleshooting,windows,macos,networking,ticketing,asset management"
"Sports Photographer","sports photography,action,telephoto,autofocus,burst mode,lightroom,photoshop,editing,deadline,wire transmission,accreditation"
"Wildlife Photographer","wildlife photography,telephoto,field craft,natural light,lightroom,photoshop,publication,conservation,patience,tracking"
"Documentary Filmmaker","documentary,storytelling,research,interviewing,cinematography,directing,editing,premiere pro,distribution,festivals"
"Photo Editor","photo editing,lightroom,photoshop,capture one,retouching,color correction,art direction,archive,rights management,deadline"
"Literacy Coach","literacy,reading,writing,coaching,assessment,curriculum,professional development,data driven,elementary,k-12,intervention"
"STEM Coordinator","stem,science,technology,engineering,mathematics,curriculum,project based learning,maker space,robotics,coding,k-12"
"Guidance Counselor","guidance counseling,college prep,career,social emotional,sel,students,at risk,iep,504,crisis,communication,reporting"
"Relationship Manager","relationship management,crm,client retention,cross-sell,upsell,banking,wealth,portfolio,service,kpi,referrals"
"Bank Teller","banking,cash handling,transactions,deposits,withdrawals,customer service,compliance,kyc,fraud awareness,balancing,pos"
"Branch Manager","branch management,banking,sales,customer service,compliance,team leadership,kpi,lending,deposits,operations,training"
"Credit Officer","credit,underwriting,financial analysis,loan,risk assessment,credit policy,covenant,watchlist,reporting,portfolio"
"Loan Processor","loan processing,mortgage,documentation,file review,compliance,communication,scheduling,closing,title,conditions,fnma"
"Insurance Agent","insurance sales,life insurance,health insurance,auto insurance,home insurance,crm,prospecting,referrals,compliance,policy"
"Real Estate Sales Associate","real estate sales,buyer,seller,listing,negotiation,mls,crm,showing,open house,contract,commission,networking"
"Pharmaceutical Sales Representative","pharma sales,detailing,hcp,physician,hospital,territory,product knowledge,crm,veeva,samples,compliance,msl"
"Medical Device Sales","medical device sales,hospital,surgeon,clinical,territory,demonstration,contract,gpo,crm,compliance,clinical selling"
"Retail Store Manager","retail management,store operations,inventory,staff management,customer service,kpi,loss prevention,scheduling,budget,pos"
"Technical Translator","technical translation,localization,cat tools,trados,memoq,terminology,engineering,legal,medical,quality assurance"
"Sign Language Interpreter","sign language,asl,bsl,interpreting,deaf,hard of hearing,consecutive,simultaneous,certification,ric,rid,ethics"
"Foreign Language Teacher","language teaching,foreign language,curriculum,lesson planning,assessment,conversational,grammar,cultural competency"
"Curriculum Writer","curriculum writing,content development,learning objectives,standards alignment,instructional design,subject matter expert"
"Podcast Advertising Manager","podcast advertising,host read,programmatic podcast,spotify,acast,advertisecast,impressions,cpm,attribution,roi"
"OTT/CTV Advertising Specialist","ott,ctv,connected tv,streaming advertising,programmatic,roku,amazon fire,ttd,dv360,audience targeting,attribution"
"Retail Media Manager","retail media,amazon advertising,walmart connect,instacart,target roundel,sponsored products,dsp,attribution,roas"
"Search Engine Marketing Lead","sem,google ads,microsoft ads,ppc,search advertising,bidding,quality score,ad copy,landing page,conversion,roas"
"Job Analyst","job analysis,job description,job evaluation,competency,skills framework,compensation,classification,hay method,survey"
"HR Consultant","hr consulting,hr strategy,hr transformation,policy,compliance,talent,compensation,benefits,employee relations,change"
"Recruiter Executive Search","executive search,headhunting,c-suite,board,vp,director,sourcing,candidate assessment,offer,negotiation,networking"
"Volunteer Coordinator","volunteer management,recruitment,training,scheduling,recognition,database,coordination,events,reporting,community"
"Donor Relations Officer","donor relations,major gifts,stewardship,gift acknowledgment,donor database,raiser's edge,planned giving,annual fund"
"Program Evaluator","program evaluation,logic model,theory of change,data collection,surveys,analysis,reporting,stakeholder,impact,equity"
