Job_Title,Category,Domain,Job_Description,Skills,Keywords,Domain_Signals,Sample_Resume
SOC Analyst,SOC Analyst,Cybersecurity,"Monitor security alerts, investigate IOCs, hunt threats using MITRE ATT&CK, and triage incidents in Splunk/QRadar SIEM environments.",siem splunk qradar incident response threat hunting malware analysis network forensics owasp mitre att&ck,"siem,splunk,qradar,incident response,threat hunting,malware analysis,forensics,owasp,mitre att&ck,security","penetration testing, pen testing, kali linux, metasploit, burp suite, nmap, owasp, owasp top 10, vulnerability assessment, vulnerability scanning, nessus, siem, soc, incident response, threat hunting, malware analysis, reverse engineering, forensics, digital forensics, encryption, pki, ssl/tls, zero trust, devsecops, sast, dast, container security, cloud security, iam, identity management, mfa, oauth, red team, blue team, ctf, bug bounty, cve, iso 27001, nist, soc2, gdpr, compliance","SOC Analyst proficient in Splunk, QRadar, Azure Sentinel, MITRE ATT&CK, threat hunting, IOC analysis, and incident response."
Blockchain Developer,Blockchain Developer,Blockchain & Web3,"Deploy smart contracts on Ethereum and Layer 2. Build DeFi protocols and NFT platforms using Solidity/Hardhat, audit contracts, and integrate Web3.js/Ethers.js frontends.",solidity ethereum smart contract web3 ethers.js hardhat defi nft erc20 openzeppelin layer 2 chainlink,"solidity,ethereum,evm,smart contract,web3,ethers.js,hardhat,truffle,foundry,defi,nft,erc20,erc721,openzeppelin,ipfs,layer 2,polygon,chainlink","solidity, ethereum, smart contract, web3, web3.js, ethers.js, hardhat, truffle, foundry, defi, nft, erc20, erc721, openzeppelin, ipfs, polygon, layer 2, uniswap, chainlink","Blockchain Developer skilled in Solidity, Ethereum, Hardhat, DeFi, NFTs, smart contract auditing, Web3.js, and Layer 2 solutions."
Smart Contract Engineer,Smart Contract Engineer,Blockchain & Web3,smart contract engineer skills experience responsibilities and industry knowledge,solidity ethereum hardhat truffle web3.js ethers.js defi nft evm security auditing blockchain,"solidity,ethereum,hardhat,truffle,web3.js,ethers.js,defi,nft,evm,security auditing,blockchain,smart contracts","solidity, ethereum, smart contract, web3, web3.js, ethers.js, hardhat, truffle, foundry, defi, nft, erc20, erc721, openzeppelin, ipfs, polygon, layer 2, uniswap, chainlink",experienced professional with skills in smart contract engineer related tools technologies and responsibilities
Embedded Systems Engineer,Embedded Systems Engineer,Embedded & Hardware,"Develop firmware for ARM Cortex microcontrollers with C/C++ and FreeRTOS. Implement UART/SPI/I2C drivers, OTA updates, and debug with oscilloscopes.",c c++ rtos freertos arm cortex stm32 esp32 uart spi i2c embedded linux yocto firmware,"c,c++,rtos,freertos,zephyr,arm cortex,stm32,esp32,arduino,uart,spi,i2c,can bus,embedded linux,yocto,buildroot,jtag,firmware,bootloader","firmware, embedded systems, microcontroller, rtos, freertos, zephyr, arm cortex, stm32, esp32, arduino, raspberry pi, iot, uart, spi, i2c, can bus, bare metal, bootloader, device driver, embedded linux, yocto, buildroot, u-boot, mqtt, ble, bluetooth, zigbee","Embedded Systems Engineer with C/C++, FreeRTOS, ARM Cortex, UART/SPI/I2C, Linux drivers, and OTA firmware expertise."
Firmware Engineer,Firmware Engineer,Embedded & Hardware,firmware engineer skills experience responsibilities and industry knowledge,c c++ firmware bare metal rtos bootloader device driver uart spi i2c linux kernel yocto ota,"c,c++,firmware,bare metal,rtos,freertos,bootloader,device driver,uart,spi,i2c,linux kernel,yocto,u-boot,secure boot,ota,mqtt,ble","firmware, embedded systems, microcontroller, rtos, freertos, zephyr, arm cortex, stm32, esp32, arduino, raspberry pi, iot, uart, spi, i2c, can bus, bare metal, bootloader, device driver, embedded linux, yocto, buildroot, u-boot, mqtt, ble, bluetooth, zigbee",experienced professional with skills in firmware engineer related tools technologies and responsibilities
Hardware Engineer,Hardware Engineer,General,hardware engineer skills experience responsibilities and industry knowledge,circuit design pcb altium kicad spice oscilloscope power electronics analog design signal integrity,"circuit design,pcb,altium,kicad,eagle,spice,ltspice,oscilloscope,logic analyzer,power electronics,analog design,digital design,signal integrity",,experienced professional with skills in hardware engineer related tools technologies and responsibilities
ASIC Design Engineer,ASIC Design Engineer,General,asic design engineer skills experience responsibilities and industry knowledge,verilog vhdl systemverilog cadence synopsys rtl design fpga timing analysis low power design semiconductor,"verilog,vhdl,systemverilog,cadence,synopsys,rtl design,fpga,timing analysis,low power,semiconductor,asic","firmware, embedded systems, microcontroller, rtos, freertos, zephyr, arm cortex, stm32, esp32, arduino, raspberry pi, iot, uart, spi, i2c, can bus, bare metal, bootloader, device driver, embedded linux, yocto, buildroot, u-boot, mqtt, ble, bluetooth, zigbee",experienced professional with skills in asic design engineer related tools technologies and responsibilities
FPGA Engineer,FPGA Engineer,General,fpga engineer skills experience responsibilities and industry knowledge,vhdl verilog systemverilog fpga xilinx vivado quartus timing analysis simulation rtl synthesis,"vhdl,verilog,systemverilog,fpga,xilinx,intel altera,vivado,quartus,timing analysis,simulation,modelsim,digital design,rtl,synthesis","firmware, embedded systems, microcontroller, rtos, freertos, zephyr, arm cortex, stm32, esp32, arduino, raspberry pi, iot, uart, spi, i2c, can bus, bare metal, bootloader, device driver, embedded linux, yocto, buildroot, u-boot, mqtt, ble, bluetooth, zigbee",experienced professional with skills in fpga engineer related tools technologies and responsibilities
Mechanical Engineer,Mechanical Engineer,Engineering,"Design mechanical systems in SolidWorks/CATIA, conduct FEA/CFD with ANSYS, develop prototypes, manage GD&T tolerancing, and collaborate with manufacturing.",solidworks catia autocad ansys matlab cad fea cfd tolerancing gd&t manufacturing cnc lean six sigma,"solidworks,catia,autocad,ansys,abaqus,matlab,cad,fea,cfd,tolerancing,gd&t,manufacturing,cnc,injection molding,additive manufacturing,dfm,lean,six sigma","solidworks,catia,autocad,ansys,fea,cfd,thermodynamics,gd&t,cnc,3d printing,materials selection","Mechanical Engineer with SolidWorks, CATIA, ANSYS FEA/CFD, AutoCAD, GD&T, prototyping, and CNC/3D-printing expertise."
Civil Engineer,Civil Engineer,Engineering,"Design structural, highway, and drainage systems using AutoCAD/Revit. Conduct STAAD Pro analysis, manage schedules with Primavera, and implement BIM workflows.",autocad revit civil 3d staad structural analysis soil mechanics geotechnical bim construction management leed,"autocad,revit,civil 3d,staad,etabs,structural analysis,soil mechanics,geotechnical,bim,construction management,primavera,ms project,leed","autocad,revit,staad pro,bim,structural design,geotechnical,drainage,highway design,primavera","Civil Engineer with AutoCAD, Revit, STAAD Pro, BIM, structural design, geotechnical analysis, and Primavera expertise."
Electrical Engineer,Electrical Engineer,Engineering,"Design electrical systems, produce AutoCAD electrical drawings, specify power systems, programme PLCs, commission SCADA systems, and conduct electrical inspections.",altium kicad pcb circuit simulation spice matlab power electronics plc scada fpga verilog control systems,"altium,kicad,pcb design,circuit simulation,spice,matlab,simulink,power electronics,plc,scada,fpga,verilog,control systems,signal processing","autocad electrical,pcb design,power systems,plc,scada,electrical drawings,commissioning","Electrical Engineer with AutoCAD Electrical, PCB design, power systems, PLC programming, SCADA, electrical drawings, and commissioning expertise."
Structural Engineer,Structural Engineer,Engineering,"Analyse and design structural systems using STAAD Pro/ETABS, produce AutoCAD/Revit drawings, implement BIM workflows, and supervise construction of reinforced concrete and steel structures.",staad etabs sap2000 structural analysis steel concrete foundation seismic wind load cad drawing,"staad,etabs,sap2000,ansys,structural analysis,steel,concrete,foundation,seismic,wind load,cad,drawing,code compliance","autocad,revit,staad pro,etabs,structural design,reinforced concrete,bim,foundation design","Structural Engineer with STAAD Pro, ETABS, AutoCAD, Revit, BIM, reinforced concrete/steel design, and foundation engineering expertise."
Aerospace Engineer,Aerospace Engineer,Engineering,"Design and analyse aerospace structures and systems. Conduct aerodynamic/structural FEA/CFD analysis, ensure AS9100 compliance, manage systems engineering requirements.",cfd ansys fluent matlab flight dynamics structural analysis composite do-178 systems engineering stk,"cfd,ansys fluent,matlab,simulink,flight dynamics,structural analysis,composite,do-178,systems engineering,mbse,stk,adc","aerospace engineering,catia,fea,cfd,aerodynamics,structural analysis,as9100,airworthiness,systems engineering","Aerospace Engineer with CATIA, SolidWorks, FEA/CFD, aerodynamics, structural analysis, systems engineering, AS9100, and airworthiness expertise."
Chemical Engineer,Chemical Engineer,Engineering,"Design and optimise chemical processes using Aspen Plus/HYSYS. Develop P&ID diagrams, conduct HAZOP studies, ensure process safety, and manage plant operations.",aspen plus hysys matlab process simulation thermodynamics heat transfer mass transfer hazop safety gmp,"aspen plus,hysys,matlab,process simulation,thermodynamics,heat transfer,mass transfer,reaction engineering,hazop,safety,gmp,six sigma","chemical engineering,process design,aspen plus,hysys,hazop,process safety,p&id","Chemical Engineer with Aspen Plus, HYSYS, P&ID, HAZOP, process safety, chemical process design, MATLAB, and plant operations expertise."
Environmental Engineer,Environmental Engineer,Environmental Science,"Conduct EIAs, design water/wastewater systems, ensure EPA/ISO 14001 compliance, perform site remediation, and deliver sustainability LCA reports.",environmental engineering wastewater drinking water air quality solid waste remediation epa regulatory,"environmental engineering,wastewater,drinking water,air quality,solid waste,remediation,permits,epa,state regulatory,modeling","environmental impact assessment,water treatment,air quality,gis,arcgis,epa,iso 14001,remediation,lca,sustainability","Environmental Engineer with EIA, water/wastewater treatment, air quality, GIS/ArcGIS, EPA/ISO 14001, site remediation, and LCA expertise."
Nuclear Engineer,Nuclear Engineer,Engineering,"Design and analyse nuclear systems, conduct probabilistic risk assessments, ensure nuclear safety and regulatory compliance, and develop thermal hydraulics models.",nuclear engineering reactor neutronics thermal hydraulics shielding radiation mcnp regulatory nrc,"nuclear engineering,reactor,neutronics,thermal hydraulics,shielding,radiation,mcnp,serpent,relap,regulatory,nrc,safety","nuclear engineering,reactor design,nuclear safety,pra,thermal hydraulics,neutron transport,regulatory compliance","Nuclear Engineer with nuclear engineering, reactor design, nuclear safety, PRA, thermal hydraulics, neutron transport, and regulatory compliance expertise."
